date,batch_id,timestamp,consumption,power_spike,power_drop,high_pf,low_pf,batch_status,production,anomaly_count,anomaly_intensity
03-01-2025,1,03-01-2025 01:00,1036.757183,4,2,2,2,1,1000,10,10
03-01-2025,2,03-01-2025 02:00,1029.869712,1,2,3,1,1,1000,7,3
03-01-2025,3,03-01-2025 03:00,1017.788357,1,3,0,2,1,1000,6,0
03-01-2025,4,03-01-2025 04:00,1031.071336,4,1,1,1,1,1000,7,9
03-01-2025,5,03-01-2025 05:00,1017.657471,2,4,0,2,1,1000,8,0
03-01-2025,6,03-01-2025 06:00,1027.777292,2,4,1,5,1,1000,12,7
03-01-2025,7,03-01-2025 07:00,1028.949799,5,3,0,1,1,1000,9,6
03-01-2025,8,03-01-2025 08:00,1021.54081,3,4,1,2,1,1000,10,3
03-01-2025,9,03-01-2025 09:00,1031.069122,1,2,1,3,1,1000,7,5
03-01-2025,10,03-01-2025 10:00,1017.905766,1,2,0,1,1,1000,4,0
03-01-2025,11,03-01-2025 11:00,1036.262601,4,1,2,1,1,1000,8,10
03-01-2025,12,03-01-2025 12:00,1017.398652,0,3,0,2,1,1000,5,-2
03-01-2025,13,03-01-2025 13:00,1019.319577,3,2,0,0,1,1000,5,2
03-01-2025,14,03-01-2025 14:00,1021.208997,2,5,0,6,1,1000,13,6
03-01-2025,15,03-01-2025 15:00,1035.45258,5,4,0,3,1,1000,12,8
03-01-2025,16,03-01-2025 16:00,1022.65337,4,3,0,1,1,1000,8,4
03-01-2025,17,03-01-2025 17:00,1015.824003,3,4,0,0,1,1000,7,-2
03-01-2025,18,03-01-2025 18:00,1016.539831,1,3,0,2,1,1000,6,0
03-01-2025,19,03-01-2025 19:00,1017.713561,2,2,0,1,1,1000,5,2
03-01-2025,20,03-01-2025 20:00,1034.777313,4,1,1,1,1,1000,7,9
03-01-2025,21,03-01-2025 21:00,1042.712444,5,1,1,2,1,1000,9,13
03-01-2025,22,03-01-2025 22:00,1025.156954,3,3,1,1,1,1000,8,3
03-01-2025,23,03-01-2025 23:00,1003.8926,0,4,0,0,1,1000,4,-8
04-01-2025,0,04-01-2025 00:00,80.95495388,0,0,0,0,0,0,0,0
04-01-2025,1,04-01-2025 01:00,81.5310056,0,0,0,0,0,0,0,0
04-01-2025,2,04-01-2025 02:00,85.81960943,0,0,0,0,0,0,0,0
04-01-2025,3,04-01-2025 03:00,84.31384762,0,0,0,0,0,0,0,0
04-01-2025,4,04-01-2025 04:00,85.63898094,0,0,0,0,0,0,0,0
04-01-2025,5,04-01-2025 05:00,83.80954288,0,0,0,0,0,0,0,0
04-01-2025,6,04-01-2025 06:00,83.46364387,0,0,0,0,0,0,0,0
04-01-2025,7,04-01-2025 07:00,84.91196871,0,0,0,0,0,0,0,0
04-01-2025,8,04-01-2025 08:00,1025.551057,3,2,0,2,1,1000,7,6
04-01-2025,9,04-01-2025 09:00,1031.16066,3,1,0,2,1,1000,6,8
04-01-2025,10,04-01-2025 10:00,1026.268958,3,1,0,1,1,1000,5,6
04-01-2025,11,04-01-2025 11:00,1026.346106,1,2,2,1,1,1000,6,2
04-01-2025,12,04-01-2025 12:00,1020.596921,2,3,0,2,1,1000,7,2
04-01-2025,13,04-01-2025 13:00,1028.428738,3,2,1,1,1,1000,7,5
04-01-2025,14,04-01-2025 14:00,1021.306201,1,2,0,1,1,1000,4,0
04-01-2025,15,04-01-2025 15:00,1017.703654,3,2,0,0,1,1000,5,2
04-01-2025,16,04-01-2025 16:00,1024.634681,2,1,1,1,1,1000,5,5
04-01-2025,17,04-01-2025 17:00,1018.111153,2,1,0,0,1,1000,3,2
04-01-2025,18,04-01-2025 18:00,1020.116411,3,2,0,0,1,1000,5,2
04-01-2025,19,04-01-2025 19:00,1045.456211,7,1,1,1,1,1000,10,15
04-01-2025,20,04-01-2025 20:00,83.75249251,0,0,0,0,0,0,0,0
04-01-2025,21,04-01-2025 21:00,85.20342445,0,0,0,0,0,0,0,0
04-01-2025,22,04-01-2025 22:00,82.28082227,0,0,0,0,0,0,0,0
04-01-2025,23,04-01-2025 23:00,82.59881475,0,0,0,0,0,0,0,0
05-01-2025,0,05-01-2025 00:00,82.62660124,0,0,0,0,0,0,0,0
05-01-2025,1,05-01-2025 01:00,84.64434959,0,0,0,0,0,0,0,0
05-01-2025,2,05-01-2025 02:00,85.67342567,0,0,0,0,0,0,0,0
05-01-2025,3,05-01-2025 03:00,79.78315708,0,0,0,0,0,0,0,0
05-01-2025,4,05-01-2025 04:00,83.93222822,0,0,0,0,0,0,0,0
05-01-2025,5,05-01-2025 05:00,81.96229912,0,0,0,0,0,0,0,0
05-01-2025,6,05-01-2025 06:00,86.38319178,0,0,0,0,0,0,0,0
05-01-2025,7,05-01-2025 07:00,84.78481058,0,0,0,0,0,0,0,0
05-01-2025,8,05-01-2025 08:00,1011.297485,0,3,0,2,1,1000,5,-2
05-01-2025,9,05-01-2025 09:00,1039.281929,3,4,1,5,1,1000,13,9
05-01-2025,10,05-01-2025 10:00,1028.633644,4,4,0,3,1,1000,11,6
05-01-2025,11,05-01-2025 11:00,1025.214051,2,2,1,1,1,1000,6,3
05-01-2025,12,05-01-2025 12:00,1038.233731,4,0,0,3,1,1000,7,14
05-01-2025,13,05-01-2025 13:00,1036.539895,3,2,0,4,1,1000,9,10
05-01-2025,14,05-01-2025 14:00,1032.010259,3,1,1,1,1,1000,6,7
05-01-2025,15,05-01-2025 15:00,1012.035315,1,4,0,1,1,1000,6,-4
05-01-2025,16,05-01-2025 16:00,1034.983995,3,0,0,1,1,1000,4,8
05-01-2025,17,05-01-2025 17:00,1049.56963,5,1,1,4,1,1000,11,17
05-01-2025,18,05-01-2025 18:00,1025.527302,1,1,2,1,1,1000,5,4
05-01-2025,19,05-01-2025 19:00,1035.534193,3,2,0,3,1,1000,8,8
05-01-2025,20,05-01-2025 20:00,85.51871523,0,0,0,0,0,0,0,0
05-01-2025,21,05-01-2025 21:00,82.80221876,0,0,0,0,0,0,0,0
05-01-2025,22,05-01-2025 22:00,85.18331418,0,0,0,0,0,0,0,0
05-01-2025,23,05-01-2025 23:00,83.94554213,0,0,0,0,0,0,0,0
06-01-2025,0,06-01-2025 00:00,1025.167512,0,1,1,1,1,1000,3,1
06-01-2025,1,06-01-2025 01:00,1035.116299,2,2,2,3,1,1000,9,8
06-01-2025,2,06-01-2025 02:00,1022.335277,2,1,1,0,1,1000,4,3
06-01-2025,3,06-01-2025 03:00,1020.729478,3,5,1,3,1,1000,12,3
06-01-2025,4,06-01-2025 04:00,1030.646866,7,4,1,1,1,1000,13,9
06-01-2025,5,06-01-2025 05:00,1022.998156,2,3,1,1,1,1000,7,1
06-01-2025,6,06-01-2025 06:00,1024.743559,3,1,0,0,1,1000,4,4
06-01-2025,7,06-01-2025 07:00,1028.27088,2,2,2,1,1,1000,7,4
06-01-2025,8,06-01-2025 08:00,1033.331845,1,1,1,4,1,1000,7,9
06-01-2025,9,06-01-2025 09:00,1049.810455,7,1,0,4,1,1000,12,20
06-01-2025,10,06-01-2025 10:00,1031.09893,2,1,1,2,1,1000,6,7
06-01-2025,11,06-01-2025 11:00,1032.554105,4,3,0,2,1,1000,9,6
06-01-2025,12,06-01-2025 12:00,1021.66994,1,2,2,1,1,1000,6,2
06-01-2025,13,06-01-2025 13:00,1028.149894,2,2,0,3,1,1000,7,6
06-01-2025,14,06-01-2025 14:00,1027.851314,1,1,2,1,1,1000,5,4
06-01-2025,15,06-01-2025 15:00,1023.037472,1,1,1,2,1,1000,5,5
06-01-2025,16,06-01-2025 16:00,1041.306639,6,0,0,1,1,1000,7,14
06-01-2025,17,06-01-2025 17:00,1044.426154,6,1,0,2,1,1000,9,14
06-01-2025,18,06-01-2025 18:00,1032.442349,1,2,2,4,1,1000,9,8
06-01-2025,19,06-01-2025 19:00,1042.303451,5,2,0,5,1,1000,12,16
06-01-2025,20,06-01-2025 20:00,1027.501777,3,2,0,2,1,1000,7,6
06-01-2025,21,06-01-2025 21:00,1050.240231,5,1,1,5,1,1000,12,19
06-01-2025,22,06-01-2025 22:00,1044.30113,5,1,0,3,1,1000,9,14
06-01-2025,23,06-01-2025 23:00,1029.66324,2,1,0,3,1,1000,6,8
07-01-2025,0,07-01-2025 00:00,1035.272451,4,2,1,3,1,1000,10,11
07-01-2025,1,07-01-2025 01:00,1031.924203,3,2,0,3,1,1000,8,8
07-01-2025,2,07-01-2025 02:00,1036.98129,1,0,1,3,1,1000,5,9
07-01-2025,3,07-01-2025 03:00,1034.510612,6,3,0,2,1,1000,11,10
07-01-2025,4,07-01-2025 04:00,1019.873346,3,1,0,0,1,1000,4,4
07-01-2025,5,07-01-2025 05:00,1028.635972,5,2,0,1,1,1000,8,8
07-01-2025,6,07-01-2025 06:00,1025.828195,1,2,1,2,1,1000,6,3
07-01-2025,7,07-01-2025 07:00,1029.613751,1,0,1,3,1,1000,5,9
07-01-2025,8,07-01-2025 08:00,1032.780007,4,0,0,1,1,1000,5,10
07-01-2025,9,07-01-2025 09:00,1030.653977,4,1,1,0,1,1000,6,7
07-01-2025,10,07-01-2025 10:00,1037.280911,2,2,0,5,1,1000,9,10
07-01-2025,11,07-01-2025 11:00,1036.905696,4,1,0,3,1,1000,8,12
07-01-2025,12,07-01-2025 12:00,1030.779954,2,0,0,1,1,1000,3,6
07-01-2025,13,07-01-2025 13:00,1036.867199,2,0,1,3,1,1000,6,11
07-01-2025,14,07-01-2025 14:00,1033.921828,4,1,0,2,1,1000,7,10
07-01-2025,15,07-01-2025 15:00,1013.104414,1,4,0,1,1,1000,6,-4
07-01-2025,16,07-01-2025 16:00,1024.009551,2,1,0,1,1,1000,4,4
07-01-2025,17,07-01-2025 17:00,1027.084863,3,0,0,0,1,1000,3,6
07-01-2025,18,07-01-2025 18:00,1028.411194,2,2,0,3,1,1000,7,6
07-01-2025,19,07-01-2025 19:00,1038.404346,6,2,0,2,1,1000,10,12
07-01-2025,20,07-01-2025 20:00,1031.369979,3,1,0,2,1,1000,6,8
07-01-2025,21,07-01-2025 21:00,1029.875672,4,2,2,0,1,1000,8,6
07-01-2025,22,07-01-2025 22:00,1027.540289,2,1,0,2,1,1000,5,6
07-01-2025,23,07-01-2025 23:00,1017.597865,1,3,1,1,1,1000,6,-1
08-01-2025,0,08-01-2025 00:00,1034.62688,4,1,1,2,1,1000,8,11
08-01-2025,1,08-01-2025 01:00,1026.105372,1,0,0,2,1,1000,3,6
08-01-2025,2,08-01-2025 02:00,1017.941397,0,2,1,1,1,1000,4,-1
08-01-2025,3,08-01-2025 03:00,1042.294125,3,1,1,4,1,1000,9,13
08-01-2025,4,08-01-2025 04:00,1022.428149,3,4,0,2,1,1000,9,2
08-01-2025,5,08-01-2025 05:00,1023.737601,3,2,0,2,1,1000,7,6
08-01-2025,6,08-01-2025 06:00,1034.873141,4,4,1,3,1,1000,12,7
08-01-2025,7,08-01-2025 07:00,1028.482268,2,2,1,1,1,1000,6,3
08-01-2025,8,08-01-2025 08:00,1023.549121,2,2,1,1,1,1000,6,3
08-01-2025,9,08-01-2025 09:00,1021.598844,3,1,0,0,1,1000,4,4
08-01-2025,10,08-01-2025 10:00,1031.762497,1,0,0,2,1,1000,3,6
08-01-2025,11,08-01-2025 11:00,1029.274604,6,3,0,0,1,1000,9,6
08-01-2025,12,08-01-2025 12:00,1047.617001,5,1,0,4,1,1000,10,16
08-01-2025,13,08-01-2025 13:00,1017.587879,3,3,0,0,1,1000,6,0
08-01-2025,14,08-01-2025 14:00,1031.810125,3,1,0,2,1,1000,6,8
08-01-2025,15,08-01-2025 15:00,1030.37075,3,2,0,1,1,1000,6,4
08-01-2025,16,08-01-2025 16:00,1019.63148,4,2,1,0,1,1000,7,5
08-01-2025,17,08-01-2025 17:00,1042.395892,3,1,1,5,1,1000,10,15
08-01-2025,18,08-01-2025 18:00,1026.125448,5,4,0,2,1,1000,11,6
08-01-2025,19,08-01-2025 19:00,1030.68056,4,2,1,0,1,1000,7,5
08-01-2025,20,08-01-2025 20:00,1042.989716,2,1,0,5,1,1000,8,12
08-01-2025,21,08-01-2025 21:00,1035.422442,2,2,0,5,1,1000,9,10
08-01-2025,22,08-01-2025 22:00,1021.813263,2,1,0,1,1,1000,4,4
08-01-2025,23,08-01-2025 23:00,1055.668898,8,1,1,4,1,1000,14,23
09-01-2025,0,09-01-2025 00:00,1035.062611,3,2,0,3,1,1000,8,8
09-01-2025,1,09-01-2025 01:00,1019.163087,2,1,1,0,1,1000,4,3
09-01-2025,2,09-01-2025 02:00,1044.675588,3,0,3,3,1,1000,9,15
09-01-2025,3,09-01-2025 03:00,1033.600182,5,3,2,1,1,1000,11,8
09-01-2025,4,09-01-2025 04:00,1035.788554,3,0,2,1,1,1000,6,10
09-01-2025,5,09-01-2025 05:00,1031.411693,6,3,0,1,1,1000,10,8
09-01-2025,6,09-01-2025 06:00,1035.191031,5,3,0,3,1,1000,11,10
09-01-2025,7,09-01-2025 07:00,1034.713222,2,0,0,3,1,1000,5,10
09-01-2025,8,09-01-2025 08:00,1015.923497,3,4,0,1,1,1000,8,0
09-01-2025,9,09-01-2025 09:00,1028.106562,4,2,0,1,1,1000,7,6
09-01-2025,10,09-01-2025 10:00,1051.992004,4,0,1,6,1,1000,11,21
09-01-2025,11,09-01-2025 11:00,1015.366265,3,4,0,0,1,1000,7,-2
09-01-2025,12,09-01-2025 12:00,1030.669528,2,3,2,2,1,1000,9,4
09-01-2025,13,09-01-2025 13:00,1043.056478,4,1,0,4,1,1000,9,14
09-01-2025,14,09-01-2025 14:00,1026.672697,2,1,1,1,1,1000,5,5
09-01-2025,15,09-01-2025 15:00,1016.386256,0,3,0,2,1,1000,5,-2
09-01-2025,16,09-01-2025 16:00,1027.171238,2,2,0,3,1,1000,7,6
09-01-2025,17,09-01-2025 17:00,1025.209013,2,3,1,2,1,1000,8,3
09-01-2025,18,09-01-2025 18:00,1025.896871,3,4,0,3,1,1000,10,4
09-01-2025,19,09-01-2025 19:00,1039.86493,5,2,2,1,1,1000,10,10
09-01-2025,20,09-01-2025 20:00,1030.656336,1,3,1,5,1,1000,10,7
09-01-2025,21,09-01-2025 21:00,1041.1054,5,2,1,2,1,1000,10,11
09-01-2025,22,09-01-2025 22:00,1014.628382,1,1,0,0,1,1000,2,0
09-01-2025,23,09-01-2025 23:00,1027.738865,3,2,1,1,1,1000,7,5
10-01-2025,0,10-01-2025 00:00,1038.384801,1,2,1,6,1,1000,10,11
10-01-2025,1,10-01-2025 01:00,1032.83082,2,2,1,2,1,1000,7,5
10-01-2025,2,10-01-2025 02:00,1043.37748,5,3,1,4,1,1000,13,13
10-01-2025,3,10-01-2025 03:00,1029.135863,3,3,2,1,1,1000,9,4
10-01-2025,4,10-01-2025 04:00,1031.003498,1,1,2,3,1,1000,7,8
10-01-2025,5,10-01-2025 05:00,1027.041677,2,3,1,1,1,1000,7,1
10-01-2025,6,10-01-2025 06:00,1030.015079,2,2,1,2,1,1000,7,5
10-01-2025,7,10-01-2025 07:00,1044.088015,4,1,1,4,1,1000,10,15
10-01-2025,8,10-01-2025 08:00,1041.715792,2,0,2,3,1,1000,7,12
10-01-2025,9,10-01-2025 09:00,1034.673291,4,1,0,1,1,1000,6,8
10-01-2025,10,10-01-2025 10:00,1030.025904,1,2,0,4,1,1000,7,6
10-01-2025,11,10-01-2025 11:00,1025.388398,2,1,0,2,1,1000,5,6
10-01-2025,12,10-01-2025 12:00,1029.333798,3,2,0,2,1,1000,7,6
10-01-2025,13,10-01-2025 13:00,1031.874069,2,1,1,3,1,1000,7,9
10-01-2025,14,10-01-2025 14:00,1035.514436,4,0,0,1,1,1000,5,10
10-01-2025,15,10-01-2025 15:00,1038.31486,6,0,0,1,1,1000,7,14
10-01-2025,16,10-01-2025 16:00,1030.020379,3,0,0,2,1,1000,5,10
10-01-2025,17,10-01-2025 17:00,1035.341589,1,0,1,2,1,1000,4,7
10-01-2025,18,10-01-2025 18:00,1036.309689,4,0,1,2,1,1000,7,13
10-01-2025,19,10-01-2025 19:00,1029.87,3,2,1,1,1,1000,7,5
10-01-2025,20,10-01-2025 20:00,1021.956616,3,2,1,0,1,1000,6,3
10-01-2025,21,10-01-2025 21:00,1028.00079,4,3,0,3,1,1000,10,8
10-01-2025,22,10-01-2025 22:00,1021.139928,2,2,0,1,1,1000,5,2
10-01-2025,23,10-01-2025 23:00,1039.999006,4,0,1,2,1,1000,7,13
11-01-2025,0,11-01-2025 00:00,82.66316098,0,0,0,0,0,0,0,0
11-01-2025,1,11-01-2025 01:00,88.27631385,0,0,0,0,0,0,0,0
11-01-2025,2,11-01-2025 02:00,84.65975177,0,0,0,0,0,0,0,0
11-01-2025,3,11-01-2025 03:00,84.8317498,0,0,0,0,0,0,0,0
11-01-2025,4,11-01-2025 04:00,82.92086098,0,0,0,0,0,0,0,0
11-01-2025,5,11-01-2025 05:00,83.10438688,0,0,0,0,0,0,0,0
11-01-2025,6,11-01-2025 06:00,85.75344786,0,0,0,0,0,0,0,0
11-01-2025,7,11-01-2025 07:00,85.54298602,0,0,0,0,0,0,0,0
11-01-2025,8,11-01-2025 08:00,1036.401054,5,1,0,2,1,1000,8,12
11-01-2025,9,11-01-2025 09:00,1029.972988,1,0,0,2,1,1000,3,6
11-01-2025,10,11-01-2025 10:00,1034.334366,1,1,0,6,1,1000,8,12
11-01-2025,11,11-01-2025 11:00,1017.127297,1,3,0,3,1,1000,7,2
11-01-2025,12,11-01-2025 12:00,1042.613319,6,2,0,2,1,1000,10,12
11-01-2025,13,11-01-2025 13:00,1029.93066,3,1,1,0,1,1000,5,5
11-01-2025,14,11-01-2025 14:00,1012.336602,2,5,1,1,1,1000,9,-3
11-01-2025,15,11-01-2025 15:00,1019.124735,0,1,0,2,1,1000,3,2
11-01-2025,16,11-01-2025 16:00,1033.007785,4,1,0,2,1,1000,7,10
11-01-2025,17,11-01-2025 17:00,1008.321595,1,4,0,0,1,1000,5,-6
11-01-2025,18,11-01-2025 18:00,1036.016903,3,0,1,1,1,1000,5,9
11-01-2025,19,11-01-2025 19:00,1035.744957,1,0,1,3,1,1000,5,9
11-01-2025,20,11-01-2025 20:00,83.62260947,0,0,0,0,0,0,0,0
11-01-2025,21,11-01-2025 21:00,82.92356366,0,0,0,0,0,0,0,0
11-01-2025,22,11-01-2025 22:00,82.64278279,0,0,0,0,0,0,0,0
11-01-2025,23,11-01-2025 23:00,87.8383351,0,0,0,0,0,0,0,0
12-01-2025,0,12-01-2025 00:00,87.83058035,0,0,0,0,0,0,0,0
12-01-2025,1,12-01-2025 01:00,81.89492865,0,0,0,0,0,0,0,0
12-01-2025,2,12-01-2025 02:00,83.14527518,0,0,0,0,0,0,0,0
12-01-2025,3,12-01-2025 03:00,83.13698205,0,0,0,0,0,0,0,0
12-01-2025,4,12-01-2025 04:00,82.7674967,0,0,0,0,0,0,0,0
12-01-2025,5,12-01-2025 05:00,82.9003598,0,0,0,0,0,0,0,0
12-01-2025,6,12-01-2025 06:00,84.12414394,0,0,0,0,0,0,0,0
12-01-2025,7,12-01-2025 07:00,81.30002055,0,0,0,0,0,0,0,0
12-01-2025,8,12-01-2025 08:00,1006.443562,1,6,1,1,1,1000,9,-7
12-01-2025,9,12-01-2025 09:00,1003.326521,1,6,0,0,1,1000,7,-10
12-01-2025,10,12-01-2025 10:00,1028.585901,3,3,0,2,1,1000,8,4
12-01-2025,11,12-01-2025 11:00,1039.9977,5,1,0,1,1,1000,7,10
12-01-2025,12,12-01-2025 12:00,1029.233333,2,4,3,2,1,1000,11,3
12-01-2025,13,12-01-2025 13:00,1036.438639,5,1,1,0,1,1000,7,9
12-01-2025,14,12-01-2025 14:00,1032.434715,4,2,0,2,1,1000,8,8
12-01-2025,15,12-01-2025 15:00,1016.634762,2,4,1,1,1,1000,8,-1
12-01-2025,16,12-01-2025 16:00,1033.92127,3,2,0,4,1,1000,9,10
12-01-2025,17,12-01-2025 17:00,1029.178829,4,1,0,0,1,1000,5,6
12-01-2025,18,12-01-2025 18:00,1029.96721,1,1,1,3,1,1000,6,7
12-01-2025,19,12-01-2025 19:00,1017.554242,2,4,1,2,1,1000,9,1
12-01-2025,20,12-01-2025 20:00,82.74696742,0,0,0,0,0,0,0,0
12-01-2025,21,12-01-2025 21:00,81.88440576,0,0,0,0,0,0,0,0
12-01-2025,22,12-01-2025 22:00,84.09332128,0,0,0,0,0,0,0,0
12-01-2025,23,12-01-2025 23:00,88.2633751,0,0,0,0,0,0,0,0
13-01-2025,0,13-01-2025 00:00,1036.395498,3,2,1,4,1,1000,10,11
13-01-2025,1,13-01-2025 01:00,1023.297162,0,3,0,4,1,1000,7,2
13-01-2025,2,13-01-2025 02:00,1037.14846,4,1,1,3,1,1000,9,13
13-01-2025,3,13-01-2025 03:00,1032.177289,4,1,0,1,1,1000,6,8
13-01-2025,4,13-01-2025 04:00,1039.275325,4,1,1,2,1,1000,8,11
13-01-2025,5,13-01-2025 05:00,1038.098488,4,1,0,4,1,1000,9,14
13-01-2025,6,13-01-2025 06:00,1039.330236,3,0,0,3,1,1000,6,12
13-01-2025,7,13-01-2025 07:00,1034.222744,3,2,1,2,1,1000,8,7
13-01-2025,8,13-01-2025 08:00,1031.152134,5,3,0,2,1,1000,10,8
13-01-2025,9,13-01-2025 09:00,1035.572191,3,3,1,4,1,1000,11,9
13-01-2025,10,13-01-2025 10:00,1039.120197,4,2,0,3,1,1000,9,10
13-01-2025,11,13-01-2025 11:00,1029.638913,5,2,0,0,1,1000,7,6
13-01-2025,12,13-01-2025 12:00,1012.034204,1,4,1,1,1,1000,7,-3
13-01-2025,13,13-01-2025 13:00,1028.411392,0,1,1,3,1,1000,5,5
13-01-2025,14,13-01-2025 14:00,1030.978134,2,1,1,2,1,1000,6,7
13-01-2025,15,13-01-2025 15:00,1014.538518,1,2,1,0,1,1000,4,-1
13-01-2025,16,13-01-2025 16:00,1032.297559,1,0,1,2,1,1000,4,7
13-01-2025,17,13-01-2025 17:00,1022.278996,1,1,0,1,1,1000,3,2
13-01-2025,18,13-01-2025 18:00,1024.126942,0,2,0,3,1,1000,5,2
13-01-2025,19,13-01-2025 19:00,1028.001053,5,3,0,1,1,1000,9,6
13-01-2025,20,13-01-2025 20:00,1029.996927,2,2,1,3,1,1000,8,7
13-01-2025,21,13-01-2025 21:00,1024.376354,2,1,1,1,1,1000,5,5
13-01-2025,22,13-01-2025 22:00,1031.345375,3,1,0,3,1,1000,7,10
13-01-2025,23,13-01-2025 23:00,1043.864328,4,1,0,4,1,1000,9,14
14-01-2025,0,14-01-2025 00:00,1022.653379,0,1,2,1,1,1000,4,2
14-01-2025,1,14-01-2025 01:00,1038.464332,4,1,0,3,1,1000,8,12
14-01-2025,2,14-01-2025 02:00,1019.619736,2,3,0,2,1,1000,7,2
14-01-2025,3,14-01-2025 03:00,1038.195312,3,1,1,3,1,1000,8,11
14-01-2025,4,14-01-2025 04:00,1023.261814,2,2,0,1,1,1000,5,2
14-01-2025,5,14-01-2025 05:00,1016.820089,1,2,2,0,1,1000,5,0
14-01-2025,6,14-01-2025 06:00,1053.297209,6,0,0,4,1,1000,10,20
14-01-2025,7,14-01-2025 07:00,1017.766092,1,3,1,1,1,1000,6,-1
14-01-2025,8,14-01-2025 08:00,1031.190416,1,0,0,3,1,1000,4,8
14-01-2025,9,14-01-2025 09:00,1017.453304,1,3,0,1,1,1000,5,-2
14-01-2025,10,14-01-2025 10:00,1043.45833,6,1,0,3,1,1000,10,16
