date,batch_id,timestamp,energy_reading_pm,power_spike,power_drop,high_pf,low_pf,batch_status,production,anomaly_count,anomaly_intensity
2025-01-04,8,2025-01-04 08:00:00,1025.551056733,3,2,0,2,1,1000,7,6.0
2025-01-04,9,2025-01-04 09:00:00,1031.160660482,3,1,0,2,1,1000,6,8.0
2025-01-05,0,2025-01-05 00:00:00,82.626601236,0,0,0,0,0,0,0,0.0
2025-01-05,1,2025-01-05 01:00:00,84.644349585,0,0,0,0,0,0,0,0.0
2025-01-05,10,2025-01-05 10:00:00,1028.633644113,4,4,0,3,1,1000,11,6.0
2025-01-05,11,2025-01-05 11:00:00,1025.214051174,2,2,1,1,1,1000,6,3.0
2025-01-05,12,2025-01-05 12:00:00,1038.233731303,4,0,0,3,1,1000,7,14.0
2025-01-05,13,2025-01-05 13:00:00,1036.539894745,3,2,0,4,1,1000,9,10.0
2025-01-05,14,2025-01-05 14:00:00,1032.010259028,3,1,1,1,1,1000,6,7.0
2025-01-05,15,2025-01-05 15:00:00,1012.03531472,1,4,0,1,1,1000,6,-4.0
2025-01-05,16,2025-01-05 16:00:00,1034.983994783,3,0,0,1,1,1000,4,8.0
2025-01-05,17,2025-01-05 17:00:00,1049.569629827,5,1,1,4,1,1000,11,17.0
2025-01-05,18,2025-01-05 18:00:00,1025.52730247,1,1,2,1,1,1000,5,4.0
2025-01-05,19,2025-01-05 19:00:00,1035.534193329,3,2,0,3,1,1000,8,8.0
2025-01-05,2,2025-01-05 02:00:00,85.673425669,0,0,0,0,0,0,0,0.0
2025-01-05,20,2025-01-05 20:00:00,85.518715232,0,0,0,0,0,0,0,0.0
2025-01-05,21,2025-01-05 21:00:00,82.802218758,0,0,0,0,0,0,0,0.0
2025-01-05,22,2025-01-05 22:00:00,85.183314182,0,0,0,0,0,0,0,0.0
2025-01-05,23,2025-01-05 23:00:00,83.945542125,0,0,0,0,0,0,0,0.0
2025-01-05,3,2025-01-05 03:00:00,79.783157075,0,0,0,0,0,0,0,0.0
2025-01-05,4,2025-01-05 04:00:00,83.932228224,0,0,0,0,0,0,0,0.0
2025-01-05,5,2025-01-05 05:00:00,81.962299122,0,0,0,0,0,0,0,0.0
2025-01-05,6,2025-01-05 06:00:00,86.383191776,0,0,0,0,0,0,0,0.0
2025-01-05,7,2025-01-05 07:00:00,84.784810584,0,0,0,0,0,0,0,0.0
2025-01-05,8,2025-01-05 08:00:00,1011.297484971,0,3,0,2,1,1000,5,-2.0
2025-01-05,9,2025-01-05 09:00:00,1039.281929274,3,4,1,5,1,1000,13,9.0
2025-01-06,0,2025-01-06 00:00:00,1025.167511634,0,1,1,1,1,1000,3,1.0
2025-01-06,1,2025-01-06 01:00:00,1035.116299131,2,2,2,3,1,1000,9,8.0
2025-01-06,10,2025-01-06 10:00:00,1031.098929998,2,1,1,2,1,1000,6,7.0
2025-01-06,11,2025-01-06 11:00:00,1032.554104549,4,3,0,2,1,1000,9,6.0
2025-01-06,12,2025-01-06 12:00:00,1021.6699401449999,1,2,2,1,1,1000,6,2.0
2025-01-06,13,2025-01-06 13:00:00,1028.149894263,2,2,0,3,1,1000,7,6.0
2025-01-06,14,2025-01-06 14:00:00,1027.851314404,1,1,2,1,1,1000,5,4.0
2025-01-06,15,2025-01-06 15:00:00,1023.037471856,1,1,1,2,1,1000,5,5.0
2025-01-06,16,2025-01-06 16:00:00,1041.306638998,6,0,0,1,1,1000,7,14.0
2025-01-06,17,2025-01-06 17:00:00,1044.426153864,6,1,0,2,1,1000,9,14.0
2025-01-06,18,2025-01-06 18:00:00,1032.442348625,1,2,2,4,1,1000,9,8.0
2025-01-06,19,2025-01-06 19:00:00,1042.303450964,5,2,0,5,1,1000,12,16.0
2025-01-06,2,2025-01-06 02:00:00,1022.3352771,2,1,1,0,1,1000,4,3.0
2025-01-06,20,2025-01-06 20:00:00,1027.501777197,3,2,0,2,1,1000,7,6.0
2025-01-06,21,2025-01-06 21:00:00,1050.240231244,5,1,1,5,1,1000,12,19.0
2025-01-06,22,2025-01-06 22:00:00,1044.301130319,5,1,0,3,1,1000,9,14.0
2025-01-06,23,2025-01-06 23:00:00,1029.663240007,2,1,0,3,1,1000,6,8.0
2025-01-06,3,2025-01-06 03:00:00,1020.72947772,3,5,1,3,1,1000,12,3.0
2025-01-06,4,2025-01-06 04:00:00,1030.646866147,7,4,1,1,1,1000,13,9.0
2025-01-06,5,2025-01-06 05:00:00,1022.998155896,2,3,1,1,1,1000,7,1.0
2025-01-06,6,2025-01-06 06:00:00,1024.743559035,3,1,0,0,1,1000,4,4.0
2025-01-06,7,2025-01-06 07:00:00,1028.270880288,2,2,2,1,1,1000,7,4.0
2025-01-06,8,2025-01-06 08:00:00,1033.331845319,1,1,1,4,1,1000,7,9.0
2025-01-06,9,2025-01-06 09:00:00,1049.810454513,7,1,0,4,1,1000,12,20.0
2025-01-07,0,2025-01-07 00:00:00,1035.272450683,4,2,1,3,1,1000,10,11.0
2025-01-07,1,2025-01-07 01:00:00,1031.924202638,3,2,0,3,1,1000,8,8.0
2025-01-07,10,2025-01-07 10:00:00,1037.280910834,2,2,0,5,1,1000,9,10.0
2025-01-07,11,2025-01-07 11:00:00,1036.905696417,4,1,0,3,1,1000,8,12.0
2025-01-07,12,2025-01-07 12:00:00,1030.779954348,2,0,0,1,1,1000,3,6.0
2025-01-07,13,2025-01-07 13:00:00,1036.867198869,2,0,1,3,1,1000,6,11.0
2025-01-07,14,2025-01-07 14:00:00,1033.92182756,4,1,0,2,1,1000,7,10.0
2025-01-07,15,2025-01-07 15:00:00,1013.104414252,1,4,0,1,1,1000,6,-4.0
2025-01-07,16,2025-01-07 16:00:00,1024.009550747,2,1,0,1,1,1000,4,4.0
2025-01-07,17,2025-01-07 17:00:00,1027.084863123,3,0,0,0,1,1000,3,6.0
2025-01-07,18,2025-01-07 18:00:00,1028.411193731,2,2,0,3,1,1000,7,6.0
2025-01-07,19,2025-01-07 19:00:00,1038.404345956,6,2,0,2,1,1000,10,12.0
2025-01-07,2,2025-01-07 02:00:00,1036.981290447,1,0,1,3,1,1000,5,9.0
2025-01-07,20,2025-01-07 20:00:00,1031.369979178,3,1,0,2,1,1000,6,8.0
2025-01-07,21,2025-01-07 21:00:00,1029.875671694,4,2,2,0,1,1000,8,6.0
2025-01-07,22,2025-01-07 22:00:00,1027.540288982,2,1,0,2,1,1000,5,6.0
2025-01-07,23,2025-01-07 23:00:00,1017.597864667,1,3,1,1,1,1000,6,-1.0
2025-01-07,3,2025-01-07 03:00:00,1034.510611685,6,3,0,2,1,1000,11,10.0
2025-01-07,4,2025-01-07 04:00:00,1019.873346117,3,1,0,0,1,1000,4,4.0
2025-01-07,5,2025-01-07 05:00:00,1028.635972142,5,2,0,1,1,1000,8,8.0
2025-01-07,6,2025-01-07 06:00:00,1025.828195192,1,2,1,2,1,1000,6,3.0
2025-01-07,7,2025-01-07 07:00:00,1029.61375062,1,0,1,3,1,1000,5,9.0
2025-01-07,8,2025-01-07 08:00:00,1032.7800067599999,4,0,0,1,1,1000,5,10.0
2025-01-07,9,2025-01-07 09:00:00,1030.653977366,4,1,1,0,1,1000,6,7.0
2025-01-08,0,2025-01-08 00:00:00,1034.626879957,4,1,1,2,1,1000,8,11.0
2025-01-08,1,2025-01-08 01:00:00,1026.105372163,1,0,0,2,1,1000,3,6.0
2025-01-08,10,2025-01-08 10:00:00,1031.762497458,1,0,0,2,1,1000,3,6.0
2025-01-08,11,2025-01-08 11:00:00,1029.274603614,6,3,0,0,1,1000,9,6.0
2025-01-08,12,2025-01-08 12:00:00,1047.617000966,5,1,0,4,1,1000,10,16.0
2025-01-08,13,2025-01-08 13:00:00,1017.587878926,3,3,0,0,1,1000,6,0.0
2025-01-08,14,2025-01-08 14:00:00,1031.810124523,3,1,0,2,1,1000,6,8.0
2025-01-08,15,2025-01-08 15:00:00,1030.370750224,3,2,0,1,1,1000,6,4.0
2025-01-08,16,2025-01-08 16:00:00,1019.631479764,4,2,1,0,1,1000,7,5.0
2025-01-08,17,2025-01-08 17:00:00,1042.395891547,3,1,1,5,1,1000,10,15.0
2025-01-08,18,2025-01-08 18:00:00,1026.125448116,5,4,0,2,1,1000,11,6.0
2025-01-08,19,2025-01-08 19:00:00,1030.680559987,4,2,1,0,1,1000,7,5.0
2025-01-08,2,2025-01-08 02:00:00,1017.9413967520001,0,2,1,1,1,1000,4,-1.0
2025-01-08,20,2025-01-08 20:00:00,1042.989715596,2,1,0,5,1,1000,8,12.0
2025-01-08,21,2025-01-08 21:00:00,1035.422442104,2,2,0,5,1,1000,9,10.0
2025-01-08,22,2025-01-08 22:00:00,1021.813263316,2,1,0,1,1,1000,4,4.0
2025-01-08,23,2025-01-08 23:00:00,1055.668897627,8,1,1,4,1,1000,14,23.0
2025-01-08,3,2025-01-08 03:00:00,1042.29412498,3,1,1,4,1,1000,9,13.0
2025-01-08,4,2025-01-08 04:00:00,1022.428149438,3,4,0,2,1,1000,9,2.0
2025-01-08,5,2025-01-08 05:00:00,1023.737601399,3,2,0,2,1,1000,7,6.0
2025-01-08,6,2025-01-08 06:00:00,1034.873141126,4,4,1,3,1,1000,12,7.0
2025-01-08,7,2025-01-08 07:00:00,1028.482267836,2,2,1,1,1,1000,6,3.0
2025-01-08,8,2025-01-08 08:00:00,1023.549121127,2,2,1,1,1,1000,6,3.0
2025-01-08,9,2025-01-08 09:00:00,1021.598843601,3,1,0,0,1,1000,4,4.0
2025-01-09,0,2025-01-09 00:00:00,1035.0626106939999,3,2,0,3,1,1000,8,8.0
2025-01-09,1,2025-01-09 01:00:00,1019.1630869850001,2,1,1,0,1,1000,4,3.0
2025-01-09,10,2025-01-09 10:00:00,1051.992004047,4,0,1,6,1,1000,11,21.0
2025-01-09,11,2025-01-09 11:00:00,1015.366264981,3,4,0,0,1,1000,7,-2.0
2025-01-09,12,2025-01-09 12:00:00,1030.669527682,2,3,2,2,1,1000,9,4.0
2025-01-09,13,2025-01-09 13:00:00,1043.056477827,4,1,0,4,1,1000,9,14.0
2025-01-09,14,2025-01-09 14:00:00,1026.672697035,2,1,1,1,1,1000,5,5.0
2025-01-09,15,2025-01-09 15:00:00,1016.386255982,0,3,0,2,1,1000,5,-2.0
2025-01-09,16,2025-01-09 16:00:00,1027.171238466,2,2,0,3,1,1000,7,6.0
2025-01-09,17,2025-01-09 17:00:00,1025.209012979,2,3,1,2,1,1000,8,3.0
2025-01-09,18,2025-01-09 18:00:00,1025.896870784,3,4,0,3,1,1000,10,4.0
2025-01-09,19,2025-01-09 19:00:00,1039.864930052,5,2,2,1,1,1000,10,10.0
2025-01-09,2,2025-01-09 02:00:00,1044.675588167,3,0,3,3,1,1000,9,15.0
2025-01-09,20,2025-01-09 20:00:00,1030.656335804,1,3,1,5,1,1000,10,7.0
2025-01-09,21,2025-01-09 21:00:00,1041.105399643,5,2,1,2,1,1000,10,11.0
2025-01-09,22,2025-01-09 22:00:00,1014.62838215,1,1,0,0,1,1000,2,0.0
2025-01-09,23,2025-01-09 23:00:00,1027.738864909,3,2,1,1,1,1000,7,5.0
2025-01-09,3,2025-01-09 03:00:00,1033.600181543,5,3,2,1,1,1000,11,8.0
2025-01-09,4,2025-01-09 04:00:00,1035.788554207,3,0,2,1,1,1000,6,10.0
2025-01-09,5,2025-01-09 05:00:00,1031.411693169,6,3,0,1,1,1000,10,8.0
2025-01-09,6,2025-01-09 06:00:00,1035.191030934,5,3,0,3,1,1000,11,10.0
2025-01-09,7,2025-01-09 07:00:00,1034.713221935,2,0,0,3,1,1000,5,10.0
2025-01-09,8,2025-01-09 08:00:00,1015.923496798,3,4,0,1,1,1000,8,0.0
2025-01-09,9,2025-01-09 09:00:00,1028.106562119,4,2,0,1,1,1000,7,6.0
2025-01-10,0,2025-01-10 00:00:00,1038.384801408,1,2,1,6,1,1000,10,11.0
2025-01-10,1,2025-01-10 01:00:00,1032.830820445,2,2,1,2,1,1000,7,5.0
2025-01-10,10,2025-01-10 10:00:00,1030.025904463,1,2,0,4,1,1000,7,6.0
2025-01-10,11,2025-01-10 11:00:00,1025.388398192,2,1,0,2,1,1000,5,6.0
2025-01-10,12,2025-01-10 12:00:00,1029.333797576,3,2,0,2,1,1000,7,6.0
2025-01-10,13,2025-01-10 13:00:00,1031.874068914,2,1,1,3,1,1000,7,9.0
2025-01-10,14,2025-01-10 14:00:00,1035.514436386,4,0,0,1,1,1000,5,10.0
2025-01-10,15,2025-01-10 15:00:00,1038.314860384,6,0,0,1,1,1000,7,14.0
2025-01-10,16,2025-01-10 16:00:00,1030.020379393,3,0,0,2,1,1000,5,10.0
2025-01-10,17,2025-01-10 17:00:00,1035.341589059,1,0,1,2,1,1000,4,7.0
2025-01-10,18,2025-01-10 18:00:00,1036.309688699,4,0,1,2,1,1000,7,13.0
2025-01-10,19,2025-01-10 19:00:00,1029.869999739,3,2,1,1,1,1000,7,5.0
2025-01-10,2,2025-01-10 02:00:00,1043.377480289,5,3,1,4,1,1000,13,13.0
2025-01-10,20,2025-01-10 20:00:00,1021.956615913,3,2,1,0,1,1000,6,3.0
2025-01-10,21,2025-01-10 21:00:00,1028.000789671,4,3,0,3,1,1000,10,8.0
2025-01-10,22,2025-01-10 22:00:00,1021.139927842,2,2,0,1,1,1000,5,2.0
2025-01-10,23,2025-01-10 23:00:00,1039.999006285,4,0,1,2,1,1000,7,13.0
2025-01-10,3,2025-01-10 03:00:00,1029.135862762,3,3,2,1,1,1000,9,4.0
2025-01-10,4,2025-01-10 04:00:00,1031.003498202,1,1,2,3,1,1000,7,8.0
2025-01-10,5,2025-01-10 05:00:00,1027.041676809,2,3,1,1,1,1000,7,1.0
2025-01-10,6,2025-01-10 06:00:00,1030.015078821,2,2,1,2,1,1000,7,5.0
2025-01-10,7,2025-01-10 07:00:00,1044.088015156,4,1,1,4,1,1000,10,15.0
2025-01-10,8,2025-01-10 08:00:00,1041.7157922,2,0,2,3,1,1000,7,12.0
2025-01-10,9,2025-01-10 09:00:00,1034.673291182,4,1,0,1,1,1000,6,8.0
2025-01-11,0,2025-01-11 00:00:00,82.663160984,0,0,0,0,0,0,0,0.0
2025-01-11,1,2025-01-11 01:00:00,88.276313849,0,0,0,0,0,0,0,0.0
2025-01-11,10,2025-01-11 10:00:00,1034.33436568,1,1,0,6,1,1000,8,12.0
2025-01-11,11,2025-01-11 11:00:00,1017.127297342,1,3,0,3,1,1000,7,2.0
2025-01-11,12,2025-01-11 12:00:00,1042.613319022,6,2,0,2,1,1000,10,12.0
2025-01-11,13,2025-01-11 13:00:00,1029.930660044,3,1,1,0,1,1000,5,5.0
2025-01-11,14,2025-01-11 14:00:00,1012.336601931,2,5,1,1,1,1000,9,-3.0
2025-01-11,15,2025-01-11 15:00:00,1019.124734957,0,1,0,2,1,1000,3,2.0
2025-01-11,16,2025-01-11 16:00:00,1033.0077849479999,4,1,0,2,1,1000,7,10.0
2025-01-11,17,2025-01-11 17:00:00,1008.321594513,1,4,0,0,1,1000,5,-6.0
2025-01-11,18,2025-01-11 18:00:00,1036.016902509,3,0,1,1,1,1000,5,9.0
2025-01-11,19,2025-01-11 19:00:00,1035.744957419,1,0,1,3,1,1000,5,9.0
2025-01-11,2,2025-01-11 02:00:00,84.659751766,0,0,0,0,0,0,0,0.0
2025-01-11,20,2025-01-11 20:00:00,83.622609471,0,0,0,0,0,0,0,0.0
2025-01-11,21,2025-01-11 21:00:00,82.923563657,0,0,0,0,0,0,0,0.0
2025-01-11,22,2025-01-11 22:00:00,82.642782793,0,0,0,0,0,0,0,0.0
2025-01-11,23,2025-01-11 23:00:00,87.8383351,0,0,0,0,0,0,0,0.0
2025-01-11,3,2025-01-11 03:00:00,84.831749804,0,0,0,0,0,0,0,0.0
2025-01-11,4,2025-01-11 04:00:00,82.920860977,0,0,0,0,0,0,0,0.0
2025-01-11,5,2025-01-11 05:00:00,83.104386875,0,0,0,0,0,0,0,0.0
2025-01-11,6,2025-01-11 06:00:00,85.753447859,0,0,0,0,0,0,0,0.0
2025-01-11,7,2025-01-11 07:00:00,85.542986015,0,0,0,0,0,0,0,0.0
2025-01-11,8,2025-01-11 08:00:00,1036.401053975,5,1,0,2,1,1000,8,12.0
2025-01-11,9,2025-01-11 09:00:00,1029.972988087,1,0,0,2,1,1000,3,6.0
2025-01-12,0,2025-01-12 00:00:00,87.830580349,0,0,0,0,0,0,0,0.0
2025-01-12,1,2025-01-12 01:00:00,81.894928647,0,0,0,0,0,0,0,0.0
2025-01-12,10,2025-01-12 10:00:00,1028.5859013269999,3,3,0,2,1,1000,8,4.0
2025-01-12,11,2025-01-12 11:00:00,1039.997699671,5,1,0,1,1,1000,7,10.0
2025-01-12,12,2025-01-12 12:00:00,1029.233333406,2,4,3,2,1,1000,11,3.0
2025-01-12,13,2025-01-12 13:00:00,1036.438639495,5,1,1,0,1,1000,7,9.0
2025-01-12,14,2025-01-12 14:00:00,1032.434715229,4,2,0,2,1,1000,8,8.0
2025-01-12,15,2025-01-12 15:00:00,1016.634762331,2,4,1,1,1,1000,8,-1.0
2025-01-12,16,2025-01-12 16:00:00,1033.921270042,3,2,0,4,1,1000,9,10.0
2025-01-12,17,2025-01-12 17:00:00,1029.178829239,4,1,0,0,1,1000,5,6.0
2025-01-12,18,2025-01-12 18:00:00,1029.96720988,1,1,1,3,1,1000,6,7.0
2025-01-12,19,2025-01-12 19:00:00,1017.554242207,2,4,1,2,1,1000,9,1.0
2025-01-12,2,2025-01-12 02:00:00,83.145275181,0,0,0,0,0,0,0,0.0
2025-01-12,20,2025-01-12 20:00:00,82.746967417,0,0,0,0,0,0,0,0.0
2025-01-12,21,2025-01-12 21:00:00,81.88440576,0,0,0,0,0,0,0,0.0
2025-01-12,22,2025-01-12 22:00:00,84.09332128,0,0,0,0,0,0,0,0.0
2025-01-12,23,2025-01-12 23:00:00,88.263375101,0,0,0,0,0,0,0,0.0
2025-01-12,3,2025-01-12 03:00:00,83.136982052,0,0,0,0,0,0,0,0.0
2025-01-12,4,2025-01-12 04:00:00,82.767496699,0,0,0,0,0,0,0,0.0
2025-01-12,5,2025-01-12 05:00:00,82.900359796,0,0,0,0,0,0,0,0.0
2025-01-12,6,2025-01-12 06:00:00,84.124143941,0,0,0,0,0,0,0,0.0
2025-01-12,7,2025-01-12 07:00:00,81.300020554,0,0,0,0,0,0,0,0.0
2025-01-12,8,2025-01-12 08:00:00,1006.443562005,1,6,1,1,1,1000,9,-7.0
2025-01-12,9,2025-01-12 09:00:00,1003.326520696,1,6,0,0,1,1000,7,-10.0
2025-01-13,0,2025-01-13 00:00:00,1036.395498381,3,2,1,4,1,1000,10,11.0
2025-01-13,1,2025-01-13 01:00:00,1023.2971620010001,0,3,0,4,1,1000,7,2.0
